text,label
"Film envoûtant et oppressant, «L'Avventura» exhale une atmosphère de profond désenchantement et peut être regardé comme l'expression du désarroi philosophique qu'éprouvait une certaine bourgeoisie italienne à l'aube des années 60. On comparera d'ailleurs inévitablement avec «La Dolce Vita» de Fellini (dont le point de vue est plus extérieur). Antonioni met en scène un groupe de vacanciers désoeuvrés, tous issus des classes les plus aisées de la société italienne, et qui se complaisent dans un ennui profond mâtiné de cynisme désabusé. Lorsque, d'une manière inexplicable (et qui demeurera d'ailleurs inexpliquée), l'héroïne supposée du film, Anna, disparaît définitivement après une demi-heure, le malaise des autres personnages éclate dans toute sa plénitude. Le film raconte alors comment Sandro, le fiancé d'Anna, et Claudia, sa meilleure amie, vont se rapprocher l'un de l'autre pour une très improbable histoire d'amour. Mais comment ne pas voir, derrière ce scénario délibérément banal, une évocation de l'effacement contemporain des valeurs traditionnelles (scène de l'église désertée, mise à distance des symboles religieux) et du profond mal-être qui s'ensuit ? Antonioni ne veut-il pas nous montrer comment ses personnages vont tenter péniblement de recréer un sens à leur existence? Ceci dit, le film vaut surtout par la très remarquable mise en forme de son contenu. «L'Avventura» est d'abord un chef-d'oeuvre de suggestion qui use à merveille des images et de la musique pour évoquer l'au-delà non dit de l'histoire contée. Mais il s'agit aussi d'un monument sur le plan plastique. On a tout dit, ou à peu près, sur le génie d'Antonioni dans la maîtrise de l'espace ou la composition de chaque plan tel un tableau. Et, de fait, «L'Avventura», d'une splendeur visuelle inégalée, est une fête pour les yeux!",1
"dommage qu'on ne puisse pas noter 0 étoile, ce film est une bouze outre le fait qu'il est hyper mal joué et filmé, il manque complètement d'objectivité, à la différence de la haine, qui vaut quelque chose, c'est toujours les méchants policiers contre les pauvres voyous qui n'y peuvent rien de finir comme ça, habitant une cité, je trouve ça insultant",0
"1 épisode encore ça va, mais 2 épisodes, c'est la cata.",0
"J'ai découvert ce film par hasard, et je reconnais avoir eu franchement peur avec son début. Ça sentait vraiment le film pour enfant, voire pour gamin de 10 ans et moins. Même s'il garde un état d'esprit clairement tout public qui plaira aux enfants, heureusement, le niveau s'améliore au fur et à mesure que l'histoire avance. Pee-wee découvre le monde en sortant pour la première fois de sa ville, lui qui aime tant son quotidien sans histoire. Et pour corser le tout, son chemin pour aller à une fête à l'autre bout des États-Unis le mènera à faire des rencontres fortuites toutes très originales. Je redoutais aussi que le personnage soit insupportable, vu comment tout débutait encore une fois, mais heureusement (encore), passé le premier quart d'heure, je me suis rendu compte que ce n'était pas le cas, et son voyage se révèle fort amusant. Une belle petite surprise pour moi, que je ne regrette pas du tout d'avoir vu.",1
Quel navet ce téléfilm ! Je m'attendais à du suspens et c'est surtout risible de par les multiples invraisemblances du scénario. Etait-ce le but recherché ? Je ne crois pas.,0
"Pas grand chose à retenir de ce film aussi bien au niveau acteurs, que BO ou de tout le reste.. L'idée de base de hacker des données persos de personnes et de voir les réactions pouvaient avoir un léger intérêt (et encore), mais honnêtement rien ne tient la route. La fin est prévisible (pour le coupable) et ce pseudo-discours LGBT / Féministe n'a absolument pas sa place dans ce film assez peu profond et vide de sens. Bon comme je le disais, pas grand chose à retenir.",0
"tout simplement hilarant!!! le film qui m'a fait le plus rire avec ""certains l'aiment chaud""!!!",1
"Critique de ""Mad Max 2"". Un film avec une atmosphère apocalyptique réaliste. Plus d'action que dans le précédent film. Le personnage de Mad Max est encore plus intéressant. , Mel Gibson est élégant plus que jamais. Le décor, les costumes sont parfaits. Les cascades sont démentielles. Le scénario reste simple mais tout aussi efficace. Les différents protagonistes sont crédibles. On assiste même à une course poursuite qui restera culte. 4/5",1
Magnifique histoire d'amour ... Ce film retrace la vie chaotique de mata Hari avec brillantisme. Très bon film.,1
L'idée de base de ce film est interessante mais celle-ci n'est pas assez développer dût en autre à la durée de ce film.,0
"Le film est tres bon côté son et image, mais l'horreur, l'angoisse et les événements qui s'accélèrent ne commence qu'a la derniere 30min du film",1
"La Cité de l'ombre est le type de cinéma qui peut être vraiment agréable à suivre s'il est bien fait et dans le cas du film de Gil Kenan si on ne peut pas affirmer qu'il ait raté son film par contre il est évident que La Cité de l'ombre manque totalement de magie et nous émerveille jamais malgré un travail évident dans les décors. C'est dommage car les idées étaient bien là, cette cité souterraine laissait espérer un récit mystérieux et captivant mais le film avance sans jamais nous enthousiasmer faute à certain manque de dynamisme mais aussi à une histoire trop linéaire qui ne surprend jamais de plus la fin nous laisse sur notre faim. Les jeunes acteurs jouent bien et on s'amuse de voir Bill Murray en maire sournois.",0
"Nouveau film, mais même thème pour Jean-Charles Hue qui 4 ans après ""La BM du seigneur"" nous plonge une nouvelle fois dans la vie des gens du voyage. Ce road-movie qui oscille entre documentaire et fiction ne stigmatise pas la communauté comme certains documentaires, mais on ne peut pas dire qu'il donne une bonne image non plus, c'est difficile de ressentir la moindre empathie pour ces personnages vu l'image qu'ils donnent. J'ai trouvé ce film peu captivant, ennuyeux et terriblement poussif, l'histoire en plus d'être prévisible n'est pas intéressante en même temps quand on se moque du sort des personnages, c'est difficile de s’intéresser au film tout court.",0
"Voici un film que j'appelle tout simplement un chef d'oeuvre moi!!!!!!!! Ce film je le regarde des centaines de fois et je suis jamais tanner! C'est une histoire bien sympas, les acteur sont excellent (surtout Thomas Jane), c'est drole a souhait et il y a une ambiance a la Tarantino! Quoi demander de plus! Je conseil ce film a tout le monde mais attention les jeune... malgre son humour present tout au long du film il y a des scenes intenses innatendues! Fortement conseiller a voir, revoir et revoir!!!!",1
"Un film bien faible , comme souvent avec Arcady. Tout est bancal: le scénario complétement alambiqué, la mise en scène tatillone, les acteurs très mal dirigés qui font ce qu'ils veulent.Et puis c'est un film plein de bons sentiments mais qui ne sait pas ce qu'il veut dire ( si ce n'est rendre un hommage ""lourd"" à Israel). Les personnages s'aiment tous , on en s'aime plus, les personnages n'ont aucun sens. Sophie Marceau est complétement à contre emploi dans ce rôle , elle surjoue, parce qu'elle n'est pas dirigée. Le thème est pourtant passionnant , et le mythe fondateur Israelien peut être traité avec finesse ( voire le sublime "" Va, vis et deviens"" de Mihaileanu, intelligent , subtil, convaincant , sur un thème très similaire.) Arcady est vraiment un réalisateur très modeste , très lourd, médiocre, ses films sont des brouillons..",0
"Très beau film sur le chamanisme, loin des caricatures et autres effets spécieux. Cécile de France joue tout en délicatesse et en modestie, comme elle sait si bien le faire. Après Mademoiselle de Joncquières, où elle crevait l'écran, elle est ici à nouveau éblouissante de justesse. Le scénario est celui d'un film d'initiation, la manière de filmer est presque documentaire, tout en faisant avancer l'histoire sans temps mort. Deux mondes se regardent : le monde occidental, ses préjugés, ses peurs, ses fantasmes aussi, et le monde rural de la Mongolie, proche de la nature, du concret, ... et de l'esprit des lieux, des morts, du collectif. C'est aussi un doux film sur le deuil, plein d'humanité et d'espoir, que je recommanderai volontiers, et que je programmerai dans le cinéma pour lequel je travaille :-)",1
"superbe comédie Française, mais tournée à l américaine,bourrée de gags. A voir en famille, film qui traite d un thème très dur comme le harcèlement à l'école, mais toujours avec le sourire. Audrey déchire dans le film!",1
"La Famille Fang s'offre peut-être la comédie dramatique la plus inutile de l'année ! Autant le scénario aurait pu s'avérer payant, mais aucune véritable raison de ce scénario qui divague dans les profondeurs de la lenteur... Nicole Kidman semble elle-même s'ennuyer dans son rôle de fille à la recherche de ses parents disparus après un tour de magie. Sans résultat concluant, les dialogues s'empêtrent dans le néant total. Faible, fébrile, vide",0
"Je mets une étoile pour la séquence du début du film pour l affiche et la fin du film . Apres passez votre chemin c est film est plat et se la joue huit clos angoissant mais il en ai rien et déçu surtout car c est une production Stuart Gordon.. comme quoi faut jamais ce fier. Et coté casting on a juste Joe Estevez le frère de l'acteur Martin Sheen, il est l'oncle des acteurs Emilio Estevez et Charlie Sheen pour le reste c est que des acteurs inconnus et je pense qu ils le resteront pour un moment^^.",0
"Un faux western puisque ça se passe en 1930. Une escroquerie aux concessions pétrolières, lourde, bavarde, sans aucun rythme et inintéressante avec des bagarres débiles, et des tentatives d'humour qui la plupart tombent à plat. Il faut un certain courage pour avaler le film en son entier.",0
"Bon film policier, on ne s'ennuie pas une seconde, les acteurs sont bons et l'intrigue est vraiment intéressante.",1
"Un film qu'on regarde jusqu'au bout dans la bonne humeur ne saurait être mauvais. L'acharnement de certains contre ce film qui n'a comme prétentions que celle de nous divertir frise la mauvaise foi, car enfin que ce film soit du grand n'importe quoi est parfaitement exact, mais c'est parfaitement assuré, comme dans n'importe quelle comédie burlesque, et à ce moment-là que les extérieurs aient été tournés en France ou que ni Legras, ni Prévost ne soient asiatiques n'a aucune espèce d'importance. Alors c'est très foutraque, des gags tombent à plat (vous en connaissez des films où il n'y pas de gags qui tombent à plat ?), mais bon, certaines scènes valent leur pesant de cacahuètes, Que celui qui n'a pas rigolé en voyant Rich chantant le rock'roll à la messe, se dénonce de suite ! Le film n'est pas avare de jeunes femmes dénudées, c'est un plaisir de voir toutes ces asiatiques se marrer comme des bossues en exhibant leur charmes et puis il y a Katia Tchenko qui nous fait la danse des sept voiles en plein désert et un dépucelage de bonze dans une autre scène. Marion Game ne nous montre rien sinon son sourire et sa toilette, mais elle est très bien en tenancière de bordel. Les acteurs sont plutôt bons dans l'ensemble quoique assez peu dirigés, ce qui permet à Darry Cowl de nous faire de l'improvisation assez démentielle. Allez soyons objectif, ce n'est pas du grand cinéma, mais c'est quand même cent fois supérieur à ""La soupe aux choux"" et on passe un bon moment.",1
"Pur produit de série B qui lorgne énormément vers ""Une Femme disparaît"" d'Alfred Hitchcock (mais bon je ne vais pas faire de reproche à propos de cela pour ce film sinon il faudrait s'en prendre aussi à des grands comme Stanley Donen, Paul Verhoeven sans parler surtout de Brian De Palma qui ont réalisé des grands films en s'inspirant sans vergogne du Maître du suspense !!!), efficace par moment dans les premières 45 minutes, bénéficiant d'un atout charme considérable avec Jeanne Crain, mais qui manque considérablement de point de vue (en fait on aurait dû rester sur le point de vue du personnage de Jeanne Crain du début jusqu'à la fin !!!) ce qui fait que le réalisateur lâche mal ses effets et les révélations et donne la solution de l'énigme une demi-heure avant la fin du film ce qui fait que l'intérêt et le suspense s'estompent.",0
"De l'humour prévisible à 300 km, et pas drôle en plus. Une utilisation puérile d'effets spéciaux. Une comédie typiquement américaine comme les autres. A ne regarder que si on a rien d'autre à faire. Elle peut cependant plaire aux plus jeunes. Rien de plus ...",0
"Mauro Bolognini réalise ici une oeuvre ambitieuse à l'opposée de ""la Viaccia ""ou de son magnifique ""Mettelo""ou il explorait dans le premier, le monde paysan et dans le second celui des ouvriers. ..Changement radical de registre donc pour"" La grande Bourgeoise "" ou le réalisateur évoque un monde raffiné ,riche ,somptueux, soignant les décors avec précision afin de nous plonger dans cette époque bien particulière .. Le cinéaste offre à Catherine Deneuve un rôle fort ,mais paradoxalement d 'une grande fragilité ..elle incarne ""Linda""la comtesse Bonmartini mariée à un homme aux idées réactionnaires ,libertin dans l 'âme il apporte à son épouse une vie très difficile .. Linda se confie régulièrement à son frère et celui -ci décide d 'agir de manière radicale ,le film va alors s'articuler autour d 'un procès(le film s'inspire d 'une histoire vraie ) mais sans jamais ennuyer le spectateur par une narration pesante et oppressante ,sortant toujours celui -ci du cadre juridique ..il ne survole pas pour autant le drame et laisse l 'intronisation de ses protagonistes et antagonistes telle une poésie ,un opéra qui se dessine avec une croyance époustouflante .. C 'est à Bologne a la fin du XIX siècle que le cinéaste installe le climat de son métrage aussi somptueux que froid ...Rarement un sujet aussi délicat n 'a été traité avec autant de maturité .. Catherine Deneuve est bien loin de ""la vie de château ""ou ""le sauvage ""elle porte ce film à travers sa façon de se mouvoir , ses pas lents , sa gestuelle minimaliste prouvent l 'ampleur de son aptitude à incarner des rôles diamétralement opposés ...Elle est le film ... La sublime partition signée une nouvelle fois Ennio Morricone représente une symphonie d'une qualité incroyable et apporte ce souffle dont seul le compositeur en connait les secrets ... Brillant, Fort ,Rare ....",1
"La première bonne idée du film réside dans le fait qu'on est à des années-lumières d'un film d'anticipation, ainsi, Antoine offre un produit à partir de décors, de documentation et d'une reconstitution qui a tout du théâtre. Toujours entre comédie et drame avec cette émotion qui joue sur le fil du funambule grâce à des dialogues percutants que ce soit dans le romantique où la satire. La construction narrative est judicieuse et cohérente, on passe du réel à la reconstitution d'époque sans filtre, en traversant les décors comme si on était constamment dans les coulisses tout en étant aussi acteur ou voyeur. Rarement le cinéma français (en tous cas depuis longtemps !) aura offert un tel panel d'émotion ; on sourit tout le long du film, on a les yeux humides presque tout le long du film, souvent les deux combinés avec en prime quelques rires comme une cerise... Site : Selenie",1
"Une agréable surprise. Souvent, on évite ce genre de film :anglais où les têtes d'affiches ne sont pas des grandes vedettes ,mais pourtant ce sont les meilleurs. Vrai ,parfois drôle,parfois touchant, parfois dramatique le film est centré autour de Tom et Jerry couple uni et complice malgré le temps qui passe. Leur douce et chaleureuse maison devient le noyau de l'histoire où les personnages haut en couleur souvent perdu et désœuvré (un tantinet alcoolique) se croisent. Chaque personnage nous émeut puis nous agace comme dans la vrai vie. Ce long métrage ,à l'histoire simple est un très bon moment qui nous éloigne de ces films étouffant ,où les héros sont irréels et éloignés du commun des mortels. En résumé ceux adeptes de film à grand spectacle s'ennuieront fermes mais les autres ,adeptes de films intimistes et naturalistes se régaleront.",1
"Ce retour aux origines de la bande des X-Men est tout simplement excellent et extrêmement original. Les années 60 sont parfaitement adaptés au long-métrage, qui permet de placer les jeunes ""X-Men"" sous une menace réelle : la guerre froide. Le recrutement et l'entrainement des X-Men permettent un divertissement efficace, pour mettre en place un final impressionnant.",1
"Je ne suis pas le bon client pour ce type de film qui par certains côtés me fait penser à certains Pialat. Un cinéma ancré dans la réalité et le quotidien avec des images brutes, pas forcément esthétique, une caméra qui bouge beaucoup et des scènes de la vie ordinaire sans vraiment d'histoire particulière sinon de suivre le quotidien d'un homme tiraillé entre son ancienne femme pour qui il garde de l'affection et son nouvel amour avec tout au long cet ami écrivain un peu raté, malade, à qui il voue une totale admiration. Le récit d'une année de sa vie, centré sur la psychologie des personnages et leurs relations amoureuses, affectives et amicales. Paradoxalement j'ai trouvé cela très bien joué. Mathieu Amalric dont je ne suis pas fan et qui pour moi manque de charisme mais qui là est parfait dans son rôle. Virginie Ledoyen que j'adore toujours aussi fraîche, énergique, belle et sexy avec une scène de bondage d'anthologie et puis François Cluzet un des plus grands acteurs du cinéma français. Mais bon je me suis profondément ennuyé et je n'ai pas accroché à ce cinéma et ma note en est le reflet et non le jugement d'un film que d'autres, plus clients, trouveront excellent.",0
"J'ai mis une demi étoile car la photo est parfois vraiment magnifique. Normal me direz vous vu ses références appuyées aux grands peintres. MAis tout de même, la scène d'intro sur le bateau (avec la lumière bleue en fond, omniprésente) par exemple est d'un point de vu esthétique très réussie. Pour le reste ce film me fait penser que celui-ci a plus sa place dans une gallerie d'art contemporain, où nombre d'artistes et pseudo-intellectuels pourraient ergoter dessus indéfiniment que dans une salle obscure ou dans son salon. Pour paraphraser le scketch des inconnus sur le cinéma je dirais que ce film est vraiment ""boulversifiant"".... Ce qui veut dire très pesant, très ennuyeux mais surtout très prétentieux comme seul nos amis français (plutôt parisien) peuvent en pondre. En effet, il semble que le bavardage philosophique pûrement réthorique soit typique de la France. Vous ne verrez jamais un intellectuel anglo-saxon par exemple, se gargariser à tel point et avoir aussi peu d'humour et de détachement par rapport à sa pensée. En gros si vous voulez un exemple de prétention lourdingue typiquement parisien, choisisez ce film. Monsieur Godard, pourquoi ne vous êtes-vous pas arrêté dans les 70, lorsque vous faissiez encore des films?",0
Une interprétation magistrale de Robin Williams au service d'une morale de frustré. La longue fin n'est qu'un préchi précha mal filmé et le plan final un horreur. Berck !,0
J'ai été très décu.. beaucoup de longueur et peu de rires dans la salle! lourd dingue!,0
"le concept est pas trop mal, C'est assez drôle. La musique n'est pas top. Le film est mauvais mais il se laisse voir, ta pire.",0
"Pas si mal ce nouveau Robocop. Étant fan de l'original,car cela fait parti des films de mon enfance,et tout simplement par ce que c'est un film culte,je suis allé voir ce remake avec beaucoup d’appréhension,je m'attendais a une catastrophe,donc suis sorti du ciné agréablement surpris! Il n'égale pas l'originale,c'est une évidence mais je trouve qu'il le complète. Ce remake est plus centré sur l'émotion,ce que peut ressentir Alex Murphy ainsi que sa famille et également la relation entre l'homme et la machine,c'est ce qui manque cruellement a l'original. En gros l'original est plus violent avec une histoire simpliste et un peu bâclé,et ce remake est moins violent mais plus émotionnel et avec une histoire bien plus recherchée. Il faudrait combiner les 2 pour avoir un film parfait.",0
"Un vrai coup de coeur! Que du plaisir. On se régale du début avec ces enfants incroyables, pleins de charme et tellement beaux... à la fin avec des nuances qui nous rappellent le contexte bien malheureux et qu'un épisode qui pourrait nous sembler bien insignifiant puisse susciter tant d'émotions pour un peuple. Allez-y! A ne rater sous aucun prétexte Seul regret: ne connaissant pas les chansons, nous passons à côté de certains messages. ""Cette chanson? Il a osé?"" Je regrette bien de ne pas avoir compris.",1
Une suite navrante et ennuyeuse noyée dans un imbroglio scénaristique.,0
"Décalé, frais, fin, et surtout drôle, un film malheureusement méconnu.",1
"encore un navet de plus pour france télévision et la création française . nous sommes malheureusement bien loin de l'originalité des séries anglaise . les acteurs font le minimum syndicale , les dialogues aie!!! et l'histoire ridicule à laquelle on ne prend pas encore une fois . faut- il allée sur arte et france 5 pour voir de la création originale comme"" minuscule "" et"" au service de la france",0
"Top 20 de mes films d'animations favoris ! L'Âge de Glace est un long-métrage dont le succès critique et commercial aura donné naissance à trois suites et donc à une grande est superbe saga. Bref, ce premier opus est culte ! Ce qui m'a le plus séduit, ce-sont les personnages : ils sont givrés, drôles et extrêmement développés.Manfred ""Manny"" qui est un mammouth est émouvant car c'est le dernier être de son espèce (du moins, c'est ce qu'il croit). Sid, le paresseux complètement déjanté est celui que je préfère ; il est si marrant ! Diego est dans ce premier film un personnage bien mystérieux, on sait qu'il est dans le clans des tigres à dents de sabre mais plus le film avance et plus on s'attache à lui ; le spectateur sait donc que le personnage serra confronté à un choix. Enfin, il y a très peu de chose à dire sur Scrat, l'écureuil ; mise à part qu'il est de caractère très persévérant mais ça reste un personnage indispensable pour la saga car c'est lui qui est à l'origine de toutes les catastrophes naturels, c'est lui qui apparaît dans chaque scène d'introduction ; de plus, ses péripéties pour récupérer son gland sont à mourir de rire. Je n'ai pas vu le film en VO mais en tout cas, la VF est excellente ! Visuellement, c'est pas mal du tout (c'est sûr qu'il y a une marge à ce niveau là entre L'Âge de Glace 1 et L'Âge de Glace 4 mais bon... pour l'époque, c'est très bien ; de plus, les principales couleurs utilisée qui sont très très clairs (blanc et bleu ciel) ne font pas mal aux yeux). Quant à l'humour, elle est bien maîtrisée (on rit beaucoup car les répliques sont drôles et pas lourdes). Il y a également des références cinématographiques biens sympathiques.",1
"""Vive l’amour"" est un bel exemple de l’art de Tsaï Ming-Liang et de sa capacité à rendre palpable l’invisible, à nous faire comprendre parfaitement les sentiments des personnages, sans la moindre parole explicative, presque sans dialogue, juste par une mise en scène saisissante, d’une justesse et d’une précision qui forcent le respect (avec un talent tout particulier pour le cadre). Cette économie de mots ainsi que l’absence de musique nous rendent beaucoup plus réceptifs à l’univers sonore du film, d’une incroyable richesse, et qui donne toute sa force aux images. Ainsi, de la scène de suicide sur fond de bruits de la ville: ce fond sonore rend l’acte presque anodin, et c’est cela même qui lui donne toute sa puissance et nous fait intimement éprouver la solitude de Hsiao-kang. Il se dégage du film une ambiance unique, mélange d’absurde et de profonde mélancolie; une ambiance désespérée, mais d’un désespoir calme, muet, presque serein, qui sait aussi prendre de la distance avec lui-même (via l’humour, qui fonctionne comme un refuge, pour ne pas nous impliquer totalement). Les scènes fortes (par ce qu’elles disent des sentiments bouleversants qui sont ressentis), parfois gênantes, s’enchaînent, dans la plus grande normalité. Ces gens-là peuvent bien mourir, qui s’en apercevra? Ils n’ont plus que leur désir pour se consoler, mais un désir qui aussitôt satisfait laisse une grande béance. Nous, spectateurs, on ne comprend pas trop cette retenue, on a envie que les personnages explosent, on a envie qu’ils crient leur humanité, on boue de l’intérieur devant cette sorte de fin de la civilisation. La dernière séquence, quasi antonionienne, magistralement amenée (les 2 plans séquence la précédant) et définitivement inoubliable, donne alors l’occasion au personnage de May, mais aussi à tout le film (et à nous par la même occasion), de se vider complètement, interminablement. Nous en ressortons lessivés, ahuris, avec une seule certitude: celle d’avoir vu un très grand film.",1
"Un mauvais film qui a surtout prit un sacré coup de vieux , le scénario semble fade et complétement vide , on dirait même pas qu'il y a de scénario tout simplement , comme si tout été écrit au fur et a mesure que la réalisation avançait . Le véritable problème de ce film ce n'est pas vraiment le scénario mais les effets spéciaux qui sont laid ( même a l'époque en 1997 ça devait être mauvais ) , l'anaconda est complètement raté avec une synthèse atroce , et parfois il est en plastique , c'est tout aussi raté . Il n'y a aucun effet gore , beaucoup d'incohérence a droite a gauche , par exemple l'anaconda semble faire 5/6 mètres a certains moments et a d'autre semble en faire 30 . Quasiment toute les morts sont pareil , mais un des autres soucis c'est que tout est prévisible , chaque actions , chaque comportement des personnages , on sait comment ça va se terminer avant même que ce soit fini , il n'y a aucune originalité , de plus c'est vraiment ennuyeux sur la fin . Le seul truc positif serait le casting qui est correct .",0
superbe film documentaire qui fait beaucoup réfléchir. superbe film documentaire qui fait beaucoup réfléchir,1
"Film à voir absolument avec François Civil ""prix Premier Rendez-vous"" Camille Claris ""Une comédienne a faire fondre le moindre cœur"", Arthur Dupont ""meilleur espoir Français"" et Arthur Jugnot ""Nomination au Molière du comédien"" ça fait longtemps que j'avais pas vu un bon film comme ça. Histoire (autobiographique et vécu de Patrick Bossard) au top. De l'amour, des larmes et un casting fabuleux. Un film touchant qui gagne à être connu de plus ça fait toujours plaisir de voir un film sur Paris et bien de chez nous. Pour moi c'est le film à voir ABSOLUMENT ! Humour et amour au rendez-vous.",1
"Un très bon film, très sobrement mené sur un sujet sensible. Servi par une réalisation sobre et à une absence de musiques, ce film laisse la place aux témoignes d'Américains qui sont ""pour"" et ""contre"" la peine de mort sur leurs territoire. Le film n'a pas pour but de retracer l'histoire de la peine de mort aux USA. Ce documentaire est fait, à mon avis, pour nous donner des pistes de réflexions sur le sujet. On ne nous livre pas un plaidoyer à charge ce qui nous laisse le loisir de réfléchir par nous même et de nous faire notre propre opinion sur le sujet.",1
Un des premiers films d'epouvante que j'ai vu de ma vie et j'ai bien failli etre dégouté ! C'est sensé faire peur ? C'est sensé etre intéressant ? Si oui je demande explication. Un remake américain qui ne sert a rien !,0
"Ok ce film a vieilli, mais c'est un film a sketches très bon pour l'époque. Et je ne parle pas de l'excellente BO ! A voir surtout pour les amateurs de films à sketches (Creepshow) !",1
Un second opus largement supérieur au premier car beaucoup plus humoristique. Une vrai réussite qui malgré un scénario sympathique mais léger parvient à faire passer un bon moment. Les pingouins sont hilarants et les personnages attachants. Les graphismes sont vraiment très réussis et ce film ravira petits et grands. Une très bonne surprise.,1
"Excellent film, très touchant et qui mériterait d'être beaucoup plus connu !",1
"Un poil moins réussi que ""Sérénade à trois"" ou que l'incontournable ""Le ciel peut attendre"", cet ""Ange"" est pourtant une démonstration de tout l'art de Lubitsch fait de légèreté, d'humour, de sentiments et de complexité. Lubitsch porte ici à son paroxysme l'art de ne pas vraiment raconter une histoire, mais de raconter les hommes et les femmes qui la font. Une pure merveille de finesse portée par l'immense Marlène Dietrich.",1
"Etonnant casting pour cette comédie sentimentale qui place la superbe Marisa Tomei dans les bras du shrek John C. Reilly... Mais c'est justement la bonne surprise du film qui met en avant un couple improbable en avant mais qui fonctionne pourtant bien. Scénario classique sur le fils ne veut pas laisser sa place au nouvel ami de sa maman, l'originalité se base seulement sur le fait que ce fiston est un Tanguy attardé ; c'estun peu juste. Le fils est joué par le comique américain dela bande Apatow Jonah Hill, on pouvait donc s'attendre à de l'humour et des gags haut de gamme. C'est justement là que le soucis s'impose. On ne rit quasimment pas, les gags sont simplement gentillets, jamais l'humour ne devient assez corrosif pour relever un peu la sauce. Au final cette comédie reste sentimentale et surtout très sage.",0
"Beatrix potter, puis pourquoi pas Ron letrange en compagnon, wow le scénariste s'est vraiment cassé la tête hein....",0
"Encore une fois le cinéma espagnol se distingue avec ce long métrage horrifique vraiment bien maitrisée. L'histoire est particulièrement captivante et la mise en scène de Nacho Cerda comporte son lot de séquences flippantes. Ajouter à cela, une interprétation judicieuse du casting, une photographie magnifique de Xavier Gimenez et une fin très réussi et vous obtenez une oeuvre qui n'est pas près de prendre une ride.",1
"C'est un film remarquable, grâce à une réalisation, à des décors, à des costumes et aux jeux des acteurs qui nous ramènent dans ces heures sombres. Gary Oldman campe un Winston Churchill plus vrai que nature. un personnage, pas forcément sympathique, mais infiniment coriace. On se rend compte que sans lui, sans son acharnement, sans sa conviction de bien faire, malgré les doutes insufflés par d'autres comme Halifax, le destin de toute l'Europe aurait pu être bien différent de ce qu'il a été. Je n'avais pas spécialement envie de voir Dunkerque, à cause de sa durée, mais ce film m'a donné envie de le voir. Il m'a donné envie d'en apprendre plus sur le personnage qu'était Churchill. D'ailleurs, lorsque le film est arrivé à son terme, je n'ai eu qu'un regret, qu'il n'ait pas été plus avant dans l'histoire. C'est un film qui n'a que des points forts et vraiment le point au-dessus des autres, c'est la prestation de Gary Oldman, qui est vraiment un acteur remarquable. Si vous allez le voir, je vous conseille la VO, car rien ne vaut la VO pour être davantage plongé dans le jeu des acteurs, car la façon de déclamer son texte fait entièrement partie de ce jeu.",1
"Premier véritable blockbuster chinois,""Wu Ji,la légende des cavaliers du vent""(2005) a eu les yeux plus gros que le vent. A la fois,fable orientale moyenâgeuse et film de sabre contemporain,teinté de philosophie de l'absurde,le film laisse plus que sceptique. Chen Kaige ne lésine pas sur le kitsch et les chemins de traverse sans queue ni tête. C'est tellement déconcertant qu'on se surprend à se moquer ouvertement des acteurs,de leurs quêtes respectives cousues d'avançe et des décors plus surchargés que dans une sitcom pastel.",0
c'est pas térrible comme petit film franchement l'histoire est un peu débile mais bon sa se regarde le film dur 1h mais c'est deja beaucoup je trouve pour une histoire aussi stupide malgrés tout je met 1 étoile et demi pour l'ambiance du film gloque.,0
"Une franche réussite. Kevin Costner est un sublime acteur. A la fois meurtrier confirmé et père aimant. Un film captivant, un excellent thriller. A voir absolument !",1
Ben je suis allez voir ce film suite au conseils d'un comédien. Bien que prévenu des 39 scènes statiques (enfin je crois) j'y allé. mais là quelle fut ma surprise ce film fut lent et très long. L'histoire est peu compréhensible. Certes je ne m'attendais pas à voir un film qui bouge mais de là à voir un film aussi peu attractif fut pour moi un choc. que ceux qui ont aimé m'explique l'intérêt du film.,0
"Un film de John Carpenter (2011) non sorti en salle en France (ce qui est un scandale !). Il s'agit d'un très bon film d'épouvante illuminé par la présence magique de la très belle Amber Heard. Suspense, rebondissements, personnages bien campés, ambiance, musique, tout fonctionne à merveille et nous scotche sur notre fauteuil. Quant au twist final il a le mérite de rendre cohérent ce qui ne l'était pas forcement mais n'explique sans doute pas tout.",1
"J'ai adoré il est incroyable. Une vraie artiste, elle ne cesse de m'impressionner. C'est du Beyoncé tout craché, elle nous épate à chaque fois !",1
"Revoir ""les Contes de la Lune Vague"" aujourd'hui, alors que notre connaissance et compréhension du cinéma nippon ""classique"" et de Mizoguchi en particulier a été multipliée, nous expose à une vraie surprise : si l'on retrouve, éblouis, le sens - indiscutablement génial - de la mise en scène et de l'image du grand maître, le film - considéré, rappelons-le, comme l'un des plus grands chefs d'oeuvre du 7e Art - surprend encore par la complexité presque ""théorique"" de sa narration - pleine d'ellipses - comme de ses thèmes. Car l'on retrouve ici mêlés à l'habituelle compassion mizoguchienne pour les gens de peu, pour les femmes en particulier, écrasés par une société brutale, un travail de réécriture de l'univers des contes traditionnels japonais (les fantômes...), ainsi qu'un souci d'expérimentation quasi maniaque sur la forme (photo, musique, rythme) qui radicalise, tout en douceur, le film. Et qui le transforme en une expérience parfaitement saisissante, donc.",1
